site,review,month,day,year,rate,sentiment,
agoda,It was good to stay at taal vista hotel  upon arrival and checking in the staff are very accomodating and pleasant to us...rooms are also good and very clean..for sure our next visit to tagaytay i still choose to stay at Taal vista hotel,Nov,09,2012,83,,
agoda,i love the taal vista. it has all the amenities we are looking for like the sight seeing  swimming pool and good food.,Nov,07,2012,80,,
agoda,Taal Vista has one of the best romantic views of the Taal Lake and the volcano itself. Hotel has been there for decades  but current management has done a great job of making it new again. Great ambiance (very romantic for couples). Downside is that the Deluxe Lake Wing rooms are quite misleading  as they don't actually face towards the Taal lake. Room we got is actually facing the main road  which can be a bit noisy at times when big vehicles pass by. But the room is quite good and spacious. Hotel service seems great too  and hotel staff are very helpful and accommodating.,Nov,07,2012,93,,
agoda,The hotel is just about OK. First the good part- Conveniently located and even if one does not have own transport  one can get other means of transport. Nice garden and open area for kids to play. Service is average. The way the toilet and bath area is designed  it might not be comfortable for a lot of guests. I was in Deluxe Lake View enough Suite but there was no bath tub though there was enough space for the toilet and bathroom to be designed Being vegetarians  we hardly had choices in food.,Nov,07,2012,77,,
agoda,don't get taken by the lake view. we booked for a lake view room expecting that the room would be facing the tall lake. the room given was in the lakeview section of the hotel but the room was facing the street in front of the hotel. the front desk explained that the rooms facing the lake was the premier rooms and it costs double. the room was big and clean. big bathroom and toilet but towels need to be replaced. we went there on a long weekend and the hotel was full. the hotel does not have a big common area to hang out.,Nov,06,2012,67,,
agoda,we arrived a little early for check in but the room was already ready. no fuss checking in. our ac was not properly functioning when we got there but they promptly sent maintenance staff to address our concern. they gave us the option of transferring to a different room and have us check it out. in the end we stayed where we were since the ac was fixed. our room attendant was polite and very helpful. all in all it was a nice stay.,Nov,06,2012,90,,
agoda,The Taal Vista Hotel has come a long way. It is now a very modern and classy hotel. When my family stayed at this hotel in the 90s it was falling apart and dirty. Nobody can say the same now. There are more rooms and making a reservation is much easier than before. With the new rooms  there are also more people and hence the corridors of the hotel are noisy. Since the corridors are not carpeted  the sound of people walking and talking along the corridors is carried into the rooms. As a result  light sleepers like myself are sometimes bothered by people shuffling and carousing around the hallways. Our check-in was delayed because one of our rooms had a clogged drain. It took the front desk more than an hour to give us other rooms but this was understandable because the hotel was booked solid during the weekend we were there. We lost a lot of daylight because of the delay but the hotel upgraded 2 of our 3 rooms to make up.,Nov,06,2012,83,,
agoda,all my expectations were met and will come back as soon as we can!,Nov,05,2012,77,,
agoda,the taal vista hotel offers a great stay for families with children since they can run around the sprawling garden overlooking the scenic taal volcano and lake. the ambiance was nice the staff were very friendly and attentive to your every need. the price is reasonable and the food at the lobby lounge is okay. our kids wanted to take a dip at the pool but since the pool is not heated  we only went for a short while but all the amenities you want are available.,Nov,05,2012,77,,
agoda,I remember Tagaytay as really nice place- beautiful natural beauty with cool weather & wonderful lake & volcano views. Now it is too developed and alas  the grand Taal Vista Lodge is showing its age. The room had a funky smell. It seemed like a moldy kind of scent. Also room shows its age. The view is still spectacular but the veranda/viewing deck etc needed some sprucing up.,Oct,31,2012,60,,
agoda,Great Stay. I will recommend this to my friend if they're looking for a relaxing place to stay.,Oct,31,2012,83,,
agoda,Lovely hotel  has good customer service and is in a great location.,Oct,31,2012,90,,
agoda,the kids loved the cool weather and the view of the taal volcano.,Oct,27,2012,100,,
agoda,the kids loved the cool weather and the view of the taal volcano.,Oct,27,2012,100,,
agoda,We always value Taal Vista Hotel. The Last time we were here was during our honeymoon. We came back more than a decade after with 2 kids. We have noticed several improvements: 1. The facilities are more modern; 2. there are more rooms facing Taal Lake; 3. The weekend buffet and the cultural show are absolutely fantastic and highly recommended for tourists and balikbayans; 4. The evening live music performance at the lobby is perfect,Oct,25,2012,90,,
agoda,we stayed with our young children and they really enjoyed the whole stay because of the perfect ambiance and the rooms are big enough to accommodate us,Oct,23,2012,80,,
agoda,always a relaxing stay at taal vista. try to book a premier room at the new wing as this is really spacious with a balcony and spectacular view of taal lake. this room is usually quiet and serene specially at night when you can see the lights down at the lake. staff are incredibly nice and sweet to us breakfast buffet is ok but could be improved more. overall  it was still a good experience and we would still come back  as we always do.,Oct,23,2012,80,,
agoda,Peerless location  and favored by a crisp  cool climate  Taal Vista Hotel is your perfect haven in Tagaytay. The view is excellent  if you make sure you request for it. While the old wing needs some renovation and comfortable beds  better amenities  it costs lesser than the East wing. I would look out for promos in the future and stay at the newer wing. The welcome drink is a good plus  though it would be nice to have options than a very sweet iced tea.,Oct,23,2012,77,,
agoda,It was mainly positive experience. I would be careful when you book to get the deluxe rooms with lake view. The mountain wing is closer to the pool  the rooms are big but the room setup of large twin rooms in mountain wing was not ideal for married couples on a holiday. Staff were excellent. There is no bar as europeans might expect  so afternoon drinks were in the lobby  the atmosphere might be a bit overpowering with the piano and the strings some nights  it is however a 5 star hotel so i guess a cosy corner bar might not be exactly why people would go there,Oct,22,2012,87,,
agoda,We've stayed here so many times already. It's always been an enjoyable experience. Cool weather  all sorts of eateries all around the place clean comfortable rooms  best view of the volcano  delicious meals  isolated from the hustle & bustle of Manila... what more can you ask for? When in Tagaytay city  this is probably the only place to spend your freetime.,Oct,17,2012,97,,
agoda,when we arrived at the hotel i was asked if i would like to upgrade to a room with the view of taal lake and i did for an extra pay  which is very reasonable.it is nice and quiet both me and my wife like the place. i recommend this hotel to anybody that would like to stay in a decent hotel.,Oct,15,2012,87,,
agoda,There was construction and actually half the hotel was closed. Despite the inconvenience  the hotel staff more than made up for remodeling.,Oct,11,2012,97,,
agoda,I recommend a stay in that place  our rate was quite affordable at this time. Room was clean and spacious even so the shower didnt function perfectly  For that amount we paid for sure a very good deal for philippine hotel standards. I will return for sure  staff is friendly breakfast is various and good.,Oct,11,2012,90,,
agoda,The room is spacious and is very clean. I still think its pricey for $ a night. Check-in process has no organization. I guess you can't blame the hotel personnel but they don't implement that people fall in line so that guests are checked in based on a first come first serve basis. I bought just a deluxe room from Agoda and was offered an upgrade for additional pesos per night. The guest relations officer mentioned that if I book through them directly  I would be able to get free breakfast for the same price that I paid. I asked if she can somehow give me the breakfasts for the days I stayed there as complimentary since I purchased the upgrade to a lake view room and that I'm part of a wedding party staying in the same hotel. She laughed at me and said no. I think that's very rude and unprofessional. The bellboys are very helpful. The bed is comfortable. The tv is flat screen. There's a safety deposit box. Lot of storage and closet space. There's complimentary coffee  tea and 2 small bottles of water. Very good lighting. There's extra pillow provided. Only 2 bath towels  2 scrub cloth and a floor mat is provided. They should provide at least 2 floor mats and 2 hand towels. It would be nice if they will provide iron as their pressing service is expensive. Breakfast is good. Horrible lunch  dinner and cake. A bottle of water is 100 pesos!!! The cocktails are horrible. Service at the lounge is really bad. The servers know nothing when you ask information about their menu. You will be seated for 30 minutes but nobody will come to give you a menu. You have to ask for it. You also need to stand up and walk to the desk where all the servers are standing. There's a lot if people working at the cafe but they don't pay attention to the customers. You have to approach them every time you need something.,Oct,11,2012,70,,
agoda,i like here because the perfect view of the hotel!,Oct,06,2012,80,,
agoda,booked 2 rooms for overnight stay for my mom's bday celebration. rooms are clean and staff are friendly and helpful. one of the best places to stay in tagaytay.,Oct,04,2012,87,,
agoda,It's my 2nd time to stay here. Tagaytay is about 2hrs from Manila  and the cool weather is perfect for a relaxing weekend getaway  which is perfectly complemented by a stay in Taal Vista. Their rooms are clean  well-maintained  comfortable  and cozy. We spent most of our time just lounging in our room! One small problem I had was with the hot water  and I love my hot showers. The water pressure is great and the water is quite hot  but on occasion the hot water fluctuates and becomes cold. Also  their room service menu could offer more choices. Overall  this was a very relaxing stay and is still highly recommended.,Oct,04,2012,93,,
agoda,The hotel is very a great place for families.They had a friendly staff and nice sightseeing area.Nice place to relax and unwind.The hotel is located in the central part of the city that's why it's very near in the restaurants  bars  parks & churches.,Oct,03,2012,90,,
agoda,This hotel is great for family and couples to spend one or more night out of Manila.,Oct,03,2012,83,,
agoda,made a last minute booking due to my husband's conference. so far taal vista has the best view of taal lake that i've been to. hotel ground is quite big & rooms too! quite surprised of that. unlike other hotels that provide 2 single beds  their beds for twin rooms are a good sized 2 double-beds. overall  can't complain from cleanliness  rooms  service & facilities. early check-in request was hassle free. something to improve on would be the food. breakfast & lunch choices are quite limited & bland.,Oct,02,2012,80,,
agoda,I got this hotel because of the early-bird rate and I was positively surprised. Very well located (100php by taxi from the most central places in Makati)  rooms are fairly spacious and well equipped and the internet in the room works well. I will be back for sure.,Sep,27,2012,83,,
agoda,All the staffs are very polite. The lady chef is a really nice person.,Sep,27,2012,97,,
agoda,Enjoyed the hotel facilities. Near to good nightlife and local shopping.,Sep,26,2012,87,,
agoda,Our stay was great  it was very relaxing. Nice view!,Sep,25,2012,70,,
agoda,We booked this room 3 months in advance since I knew that we will be on these dates because my brother-in-law was getting married. When we arrived  the bellboys greeted us and took our luggage for safe keeping until we are checked-in. When they found out that we were in the grooms entourage. They upgraded our rooms somewhere nearer to the groom's suite. Otherwise  we would have been on the other wing which was at least 500 meters away. Thanks guys!!,Sep,24,2012,87,,
agoda,the place is good the taal view is very relaxing and the personel are very friendly and accommodating.,Sep,24,2012,80,,
agoda,My girlfriend and I went here last week  we were surprised to book a room in such affordablw price which offers a comfortable and relaxing place! The view was spectacular and the staff are very nice. Their location is also near in tgaytay's attractions and best restaurants! Plus upon Check out they'll give you a discount voucher so that you will be able to use it on your next stay. We will definitely go back here!,Sep,21,2012,100,,
agoda,Very nice hotel right on the rim of the Taal lake and volcano. Unfortunately it was very foggy with mixed drizzle and rain and the lake could not be seen. I wanted to take in the lunch buffet but was put back with the nearly 1000 Philippine peso per person charge. My wife and I walked across the street to a MacDonalds and let the buffet stew in it's high price. A very nice hotel overall but it seemed more suited for the event  conference crowd rather than travelers. I gave the food/dining a rating of poor only because of the outrageous price.,Sep,21,2012,70,,
agoda,we were upgraded to a premier room with mountain views and bigger beds when we found out that their reservations office neglected to mention they had a promo. they were able to give us everything we asked for - rooms next to each other and big beds capable of accommodating the entire family,Sep,20,2012,100,,
agoda,Probably not the best  but good enough for Tagaytay. They're currently undergoing renovation so we were asked to take a shuttle to our room which was a little inconvenient. The rooms are okay and clean...same goes for the bathrooms. If you're willing to spend a little more  look elsewhere.,Sep,19,2012,77,,
agoda,The hotel facilities are excellent. Staff were very friendly. Breakfast buffet is very sumptuous. There is also a mass on a convention hall on a Sunday which is very convenient.,Sep,18,2012,100,,
agoda,I was so happy with the service most of the staffs are friendly and accommodating. I love the room that was given to us it was quite big for a couple and our room was upgraded. We will definitely go back to Taal Vista. Excellent Service!! :),Sep,18,2012,97,,
agoda,We stayed here for 3 nights. The rooms are very clean and the staff is very helpfull. The view in the room was not so nice  but the view from the deck was beautiful. Each morning we went there just to enjoy the view. The spa at the hotel was also very good. I would certainly come back if we go to Tagaytay again.,Sep,15,2012,97,,
agoda,Overall I am satisfied with the Hotel's service. My complaint re the cooling system in the room where I was transferred was attended to. My only disappointment is the hotel has a promo for SM Advantage Cardholders like me wherein the room rate that I got goes with complimentary breakfast for 2. I had to pay for my aunt's and my breakfast.,Sep,11,2012,80,,
agoda,nice place to stay however the mountain view side is the old side o taal vista shoukd have chosen the other which has bigger and cleaner and new rooms. bathrooms not that clean too.,Sep,07,2012,60,,
agoda,Room was okay. Hotel room service was prompt. Their buffet spread wasn't that impressive though.,Sep,05,2012,67,,
agoda,Enjoyed our stay overall. Wished that the rooms had better noise prevention because you could literally hear everything going around -- footsteps in the corridor  light switching on and off next room  even conversation happening in the room across.,Aug,30,2012,77,,
agoda,Hotel is in a good location. Has a good view of the Taal volcano and very near to other restaurants. Staff were very friendly and accomodating upon check in. Rooms are suprisingly very big and very clean. Buffet breakfast was superb  had a lot of choices.,Aug,30,2012,87,,
agoda,Taal Vista has the perfect view of Taal volcano. I appreciate the helpful staff and very good room accommodation. Also  the Hotel is handicapped friendly  as my mom is in wheelchair. The kids enjoyed the pool as well as the playroom. The food with the cultural show was also a different experience.,Aug,30,2012,87,,
agoda,it was really a nice experience. we like everything about the hotel. the guest relations people are very friendly and polite. all the staff greets you with a smile everytime you pass by. the room is very beutiful as my childrens and my really liked it especially the bed. really helped us unwind and be totally relaxed. well do it again next year.,Aug,30,2012,100,,
agoda,i enjoyed the location.most notable is the friendly and accommodating attitude of everyone serving in the hotel.,Aug,30,2012,100,,
agoda,Promo hotel room was really old. Could have paid for a better hotel room for the same rate. Felt like i paid for the name instead if the room. East wing room (promo room) has a scary connecting door. Bathroom tiles were full of cracks. Bring your own toiletries. Good thing we just stayed for a day. Not going back to Taal Vista unless all rooms are renovated. Not value for my money.,Aug,28,2012,43,,
agoda,our stay in the hotel was very relaxing and peaceful. Good view of the taal volcano. the staffs are very nice. Breakfast was ok. limited variety of food for dinner. Mass celebration is also held inside the hotel  so its very convenient,Aug,24,2012,77,,
agoda,Nice amenities but the wifi is very sluggish and intermittent.,Aug,23,2012,67,,
agoda,Great place the views are unreal as is the food and staff nothing is and problem we totally enjoyed our stay,Aug,23,2012,90,,
agoda,i will not be going back there. i don't consider it value for money. it is already a very old hotel. food is not very good. the croutons in the salad i ate were stale and they even initially refused to change it. staff is trained to say no to every reasonable or standard request. terrible service. not happy during my stay there at all. parking was so far from the place we were billeted.,Aug,22,2012,23,,
agoda,The hotel staff are accommodatin and  friendly. The place is perfect for resting and relaxation.,Aug,21,2012,80,,
agoda,My family enjoyed our stay in the hotel. We were able to have fun  bond  relax and just enjoy each other's company. We also loved the fantastic view of Taal  such beauty... As long as the volcano doesn't erupt :D The hotel also has a playroom but I'm quite disappointed in this area because I don't think it is being managed properly.,Aug,18,2012,87,,
agoda,Great location  i like the staff as they are friendly  I just dont like the room where i stayed  it was so old and its not worth for what i payed  no views from my room.,Aug,15,2012,63,,
agoda,Enjoyed my stay at this hotel. Our group was looking at the hotel to watch the Pacquiao/Bradley fight. We were placed in the new East Wing of the hotel which had new facilities. Overall the price we paid for the room was worth it. Clean and Modern rooms.,Aug,14,2012,90,,
agoda,We stayed 7 nights based on our 2009 stay the Taal vista has some good standard but became a very systematic and impersonal hotel. There is no taxi  and hotel is offering transportation is quiet expensive for a 5 minute drive to the town where most of other 5 star resort in philippines offering a free shuttle to the town,Aug,13,2012,67,,
agoda,During rainy season it's hard to go from one side of hotel rooms to lobby. Not too many people during weekdays. A bit deserted if you are a solo traveler. It's best with a group of friends going on a day trip or weekend.,Aug,13,2012,73,,
agoda,it was great..staff were so helpful and quick service..,Aug,12,2012,83,,
agoda,It was raining for the most part and really didn't have much time to use the facilities as much. The room was too far from the lobby  but the staff were pleasant.,Aug,10,2012,67,,
agoda,Upon arriving at the hotel  concierge was a bit awkward as to giving us the details of the room. Stubs are given for the welcome drink. It would be more welcoming if they greeted us with the drink and remove the stubs. The room is big for two  I requested for a big bed and it was given. I loved the bed. Pretty obvious that this is an old hotel as some minor renovation is needed. Need to change stocks for the mini bar as some are really old. CR is big too  needs minor renovation. Rooms were far away from the lobby which ok for me as I don't like people walking left and right our room. However  the stay in general is good.,Aug,07,2012,70,,
agoda,guards at the entrance were very nice and helpful.. receptionist were really helpful as well :) the room was ok very clean and complete with all the things a traveler needs.. room service was very good aswell as they respond to request fast...,Aug,07,2012,90,,
agoda,I will recommend this hotel to people planning a trip at Tagaytay  best view ever.,Aug,04,2012,93,,
agoda,I frequently stay at this hotel but during this stay the noise in the room was almost unbearable. You would know that somebody is passing by the hallway because of the sound that they make. Also the sound proofing should be improved because at the middle of the night I could hear the conversation of the people at the next room. Check-in and check-out was very fast and the staff were couteous. Too bad the room was noisy and the free wifi was very slow and unreliable.,Aug,02,2012,80,,
agoda,It's good that they renovated this hotel. But they still need to upgrade the rooms to serve customers better. Traffic get heavy during the weekend due to the number of visitors who goes to Tagaytay during the weekend. The buffet in this hotel is also a must try for those who have good appetites. Sunset view from this hotel is also a must see  make sure you hang-out outside the view deck of the hotel before sunset. Don't forget to bring your camera.,Aug,02,2012,77,,
agoda,it is a good way to relax and spend a weekend getaway with family. it's accessibility to different restaurants and shopping mall brings you to a worry free vacation.,Jul,28,2012,90,,
agoda,Lovely hotel and service with a smile,Jul,26,2012,100,,
agoda,Our stay for 2 nights were pleasant. Enjoyed the hotel view but the room is kinda small. We attended a reunion and had a very good dinner event. The staff were polite and very pleasant . The location has a very good view of theTaal Lake and we enjoyed the scenic atmosphere. Other than this sinceI always book thru Agoda even for my relatives  we enjoyed our stay inTaal Vista Lodge.,Jul,25,2012,80,,
agoda,big and spacious room  a little bit stuffy though  probably because it has not been used for a long time  nonetheless  the room is clean  staffs are friendly and courteous  location is near well known establishments.,Jul,24,2012,73,,
agoda,It was an overnight stay and we had a wonderful evening,Jul,22,2012,60,,
agoda,"Have a nice stay at this hotel. The rooms are clean and clean. The service very professional. You may notice that this hotel has existed for a while. Fantastic view of Lake Language and the Volcano. Also have a very good health & wellness department. Only downside: Breakfast closes early for people who want to sleep well.
",Jun,22,2012,77,,
agoda,I proposed to my fiance here. Everything about our stay was simple and uncomplicated yet in a luxury setting. We will return for our first anniversary because the memories are so good from the relaxed traditional Filipino breakfast overlooking the volcano and surrounding islands to the wide variety of restaurants a brief stroll down the road. Loved every minute!!,Jul,22,2012,60,,
agoda,This hotel has been around for sometime and a few of its buildings are a bit worn and torn  but the hotel is going through some reservation work and things should improve. Room medium size was clean and tidy and comfortable.Make sure you request a lake view if you want one. Brunch was ok but expensive. The spa was good value with good staff. Infact all the hotel staff are very helpfull.Generally a good stay in a pleasant hotel. WIFI free and in the room.,Jul,20,2012,100,,
agoda,Taal Vista Hotel is definitely overrated  a 5-star it is not. More of a 3-star to a low 4-star. The disappointment started when after reaching the hotel building (3-5 minute walk from reception building)  we found out that the ONLY elevator to reach the 2nd floor is not working. Upon asking someone from housekeeping on how we can go up  we were pointed to the same elevator. When we said that it was not working  she expressed surprised  ran to the basement stairs  and after a few seconds...the elevator was working again. We entered an old cramped elevator. After a minute or two (note that we are just going one floor up)  the elevator opened to a...portable blackboard??? Apparently  the EMERGENCY exit area was being renovated (don't know why) and they found it fit to use a blackboard to block it...and the elevator partly. Upon reaching the hotel room  the floor and furnishing was already old (definitely more than 10 years already). Bed  mattress and beddings look old as well. My mom  who was in another room with my siblings  that Taal Vista was a 5-star on its heyday  which was ummnh..20 years ago?? It was just a relief that the aircon was at least newer and was working. We felt like we were robbed of the expensive booking we made  as we could have gotten better and newer accommodations (with breakfast even) somewhere else. Definitely we will not go back there again.,Jul,19,2012,73,,
agoda,booked a total of 10 rooms in this hotel for our wedding guests. 8 superior rooms and 1 ruby suite in the west wing (old) and 1 deluxe room in the east wing (new). surprisingly  we were disappointed with the new wing. the charm of this pre-ww2 hotel was totally lost in the new wing and the rooms were smaller. the fixtures were newer but felt cheap and already showed signs of wear. granted  the old wing fixtures need to be replaced soon but the rooms were bigger and more relaxing. really surprising given that this is one of the more expensive hotels in the area. breakfast was so-so for its price and a better deal with better options can be had at the buffet breakfast offered by bag of beans which is less than 5 minutes away by car. the best feature of this hotel is that it can boast one of the best views of the taal volcano from tagaytay. it is also across the street from a large casino. it's also next to a place where kids can ride horses handled by guides.,Jul,18,2012,57,,
agoda,we often go to tagaytay to escape our busy manila lives but this is the first time we stayed at this hotel. we enjoyed our overnight stay very much and we wished we could have stayed longer. from our check in until we left  the staff have been very courteous  helpful and attentive. the hotel offers a picturesque view of taal volcano so we didn't have to go to the other view sites anymore and we had more time to see other attractions,Jul,18,2012,67,,
agoda,My stay with Taal Vista was great. The hotel is so elegant with spacious room. The staff are friendly and very accomodating. What I love the place is very peaceful you can really relaxed and enjoy the scenery of Tagaytay. The only thing that made it unpleasant was the leakage in the room due to heavy rain and the only remedy the hotel provide was a towel to absorb the leak. Upon our checked out the the front desk and the information was unaware of the leaked and i hope they fix it because it will be rainy season soon so probably more heavy rains. And im sure other guest would not like to hear the dripping sound when they went to sleep. I have a another suggestion  i hope you could make it a more welcoming to the guest regarding the complementary drinks upon check in i hope you could just give the guest instantly a welcome drink and not a stub to claim a drink.,Jul,18,2012,80,,
agoda,They were kind enough to extend our stay since we arrived early in the morning. Wish they just improve a bit in room service.,Jul,13,2012,80,,
agoda,It was a nice place to stay in and good if you want to explore the volcano and the views were great!!!,Jul,11,2012,67,,
agoda,had a great stay. warm friendly staff from doormen to house keepers. great location. will stay again,Jul,10,2012,43,,
agoda,Our stay in Taal Vista in the East Wing was great  however  with the price i paid  the package did not include breakfast.,Jul,10,2012,93,,
agoda,I booked two superior rooms for a party of four. Prior to checking in at the hotel  I corresponded with the hotel per E-mail to find out whether the supeior rooms had a view of Taal lake. I quickly got a response from Asst. Vice President for Marketing  who graciously answered all my queries. Though the superior rooms only had garden views  offered me an upgrade to a premiere room  which had a Taal lake view  for a nominal fee. I decided  however  to stick to my original booking. Nevertheless  Ms. Fong instructed her staff to block the best superior rooms for my arrival. I checked in late at the hotel  way past the usual 2 p.m. check in time. who was at the front desk at that time  apologized that  despite my late arrival  my rooms were not yet ready for occupancy. To make up for this  immediately ugraded my party to a premiere room. The room with a view !! What more could I ask for. The premiere room  which was located at the east wing of the hotel  was large and had a balcony with a breathtaking view of Taal lake. Complimentary coffee and tea were also offered in the room. For those who can't do without their laptops  the wi-fi signal in the room was strong. The only setback was that the pool was a bit of a way. One had to walk all the way to the west wing where the pool was located. The west wing was also where the superior rooms were located. The evening buffet at the Caf on the Ridge  the hotel restaurant  had a good selection. However  I think the desserts could have been better. All in all a great experience. I'd do it again.,Jul,04,2012,97,,
agoda,Hi Me and my husband together in a twin room We were not provided with a queen or king size bed.,Jul,03,2012,57,,
agoda,Memorable holiday. Friendly and accomodating staff.,Jul,03,2012,67,,
agoda,there are many hotels in taal tagaytay. while this one may mot provide the best n most moder rooms it provides by far the best overlooking panoramic location. staff is friendly. the basic rooms are somewhat reminiscent of an old tired model at least viewed from outside. but they are not bad even if slitly overpriced. the pool on the other hand is an absolute shame. small and was crawling with dozens of children. in sum great view. tired rooms. friendly staff lousy pool,Jul,02,2012,70,,
agoda,The staff was the best and the veiw was even better. Over all great experience and I will def return!,Jul,02,2012,100,,
agoda,We checked in late but the staff was efficient enough to give us the best room. Welcome deinks were offered over the lounge. Morning al fresco breakfast was average but it was the view that is captivating in a foggy morning. We had a comfortable uneventful stay.,Jul,01,2012,73,,
agoda,I have always chosen Taal Vista as my hotel whenever I go to Tagaytay. Besides the superb view  their staff are very nice and accommodating. Food is great  too! No wonder Taal Vista has been one of the leading hotels in the area,Jun,28,2012,100,,
agoda,we enjoy our stay at the hotel. the staff name was very nice to us. the room was nice.,Jun,26,2012,100,,
agoda,room should be renovated  they are old  internet lousy,Jun,25,2012,43,,
agoda,We stayed at the West side of Taal Vista. The room looks old with parquet flooring full of scratches & some dried stains. The beddings and linen look old too. Same with the towels which appear overused. The shower and bath tub facilities are old models(could be 4 decades old  Marcos era vintage). The view from the window is not appealing; dwellings across the fenced hotel are small wooden shacks w/ galvanized roofing which trees cannot hide. The elevator looks old too and seems to be just in running condition. The gym is too small and ill-equipped  its standard is way below when compared with the spacious and modern gym of today's 5-star hotels. Nonetheless  we defer final judgment of the country's pre-war venerable hotel  formerly Taal Vista Lodge (which was envisioned as the junior extension of the Manila Hotel from the south of Manila) because there was a notice from the closed right side of the West wing  the other half of the building  that it is currently undergoing rehabilitation/refurbishing. However  the cool quiet environment and astounding sight of Taal Volcano from the spacious viewing terrace  open to all hotel guests  may compensate to stymie the declining standard of this once majestic hotel.,Jun,24,2012,57,,
agoda,Initially  room accommodation was a problem from the 3 adult room we reserved they gave us twin. They advised us they can squeeze a cot bed but that was entirely different. They gave us the option for upgrade as soon as rooms were available. We opted to prioritize upgrade for the 2 other-same-type reservation we did for our guests the following day. In its finality  One was upgraded w/o charge  the other there was no complain and  us our other daughter stayed with her sister-bride the night before the wedding and with friends after. On the accommodation the rooms were fresh and comfortable  and the services were ok  the staff were courteous and smiling.,Jun,24,2012,97,,
agoda,The staff are all nice and polite especially the staff of their restaurant by the ridge. We enjoyed sightseeing at the view deck. This place is perfect for people who loves photography because they will surely get great photos at the view deck. However  the rooms are old and needs some refurbishing. Their mini fridge won't work but they provided us free bucket of ice. The aircon is also not that cool anymore and needs some cleaning or replacement too. That will surely make the rooms more comfortable.,Jun,22,2012,73,,
agoda,The hotel is quite old  especially the room where we stayed in (the west wing). But nevertheless  everything we need in the room is provided for and the place is very near to almost everything. But I was somehow disappointed to see that our room doesn't have a nice view coz it was somehow stated in the room info that we should be expecting a ridge or mountain view. What we saw was a grassy area with lots of debris & some sort of garbage. Aside from these  the room was far from the main lobby  front desk and restaurant. But you may just consider that as a good exercise. During breakfast  my companion signed our receipt to be charged to our room. Although I had already registered my companion's name upon check-in  they did not acknowledge her signature and still asked for me to sign it myself. Does this mean that if I did not join my friend for breakfast  they will not allow her to charge it to our room? I was wondering why they had to register my companion if they will not acknowledge that person? Lastly  I think the cost of breakfast is too expensive for the amount and quality of food they serve.,Jun,18,2012,53,,
agoda,Taal Vista Lodge provide good accommodation with clean and spacious room. It location on Taal Ridge provides a great over looking view of Taal Volcano the hotel is conveniently located near fine restaurant within and outside the hotel. Tagaytay itself provide convenient escape from busy Manila  with its cool climate and scenic spots,Jun,18,2012,93,,
agoda,the food was good  but a little bit pricey. location is excellent. the rooms were nice and service was good,Jun,18,2012,80,,
agoda,the hotel sits on a huge property. i was impressed with the friendly front desk personnel who handled us when we checked in. he upgraded the room of our children to deluxe room so we can be beside each other even without us asking for it. that kind of sensitivity to your guests is what makes you stand out. generally  the staff were friendly. however i find the waiter serving us with our drinks that night where we stayed outside of the restaurant area  not quite friendly and seem unhappy doing his job. facilities are great especially for conventions too.,Jun,18,2012,83,,
agoda,location isgood and rooms are well maintained but expcted rm view of mountain become perimeter fence :p,Jun,16,2012,77,,
agoda,we stayed at the hotel just for an overnight stay. we were upgraded to a deluxe room so we can be beside our parents' room. that was great. we appreciate that gesture since it makes us feel that taal vista hotel front desk team cares about their guests and willing to extend an extra mile in their service even if you do not request it. they were sensitive enough to make your stay wonderful even for just a short stay. the hotel sits on a huge property and since we stayed only for a night  we were not able to really go around. we saw only one pool. we hope that management will build another pool because it is quite far from the new wing.,Jun,13,2012,87,,
agoda,Stayed for 2 nights at a deluxe suite. The view was great! The room size was big and the king-sized bed was comfy. Had a little problem with air-conditioning but was immediately solved by hotel maintenance. Very clean especially the bathroom. A little on the steep side when it comes to rates but it is a 5-star hotel. Overall an excellent stay.,Jun,13,2012,93,,
agoda,we have enjoyed staying at this hotel very much. the staff are very kind and helpful. we arrived into the hotel t night and we did not have the hotel voucher with us but they let us in the room and discuss business the next day. we also  made a mistake in our reservation days and the management were so kind to accept the changes with no charges. this shows how customer oriented management this hotel management has.,Jun,13,2012,97,,
agoda,the hotel was in the new wing...although nice it was too far from the main lobby and the other amenities. there should be more golf carts to use to transfer guests from one place to another,Jun,12,2012,77,,
agoda,initially  when we were informed that we'll be at the old wing i feared of the damp and eerie accommodation especially when the good for 3 adults booked on line turned out to be twin and the other bed is a cot bed to be squeezed in. i pleaded for them to upgrade for my other 2 booked same category guests. one was accommodated the other did'nt mention any discomfort. my other daughter who was supposed to join us stayed with her sister's suite bride room. everything ended well that ends well,Jun,09,2012,90,,
agoda,this is already my second stay with this hotel before i become a member of agoda. the nice thing in staying with this hotel is its features  facilities and nice staff. you can roam around the hotel  without bothering to go out because it has an area with a good view of taal lake and volcano at the back.,Jun,06,2012,100,,
agoda,refrigerator not working  broken bathroom door and missing main door latch. the room that i occupied should not be offered to guests.,Jun,06,2012,30,,
agoda,check in was a breeze. we were off to our room in no time. room was cozy  clean and had all we needed for our overnight stay. the weather  however  wasn't so friendly. the rain cooled off the early morning heat from the last vestiges of summer. unfortunately  the hotel's storm drain traversing our room's cieling needed some repairs. this wasn't much of a problem as the hotel staff immediately transferred us to another room. the quick response and assistance from the friendly hotel staff was more than enough to cover for this minor inconvenience. overall  our stay was pleasant.,Jun,05,2012,77,,
