site,review,date,sentiment
booking,view of Taal Lake  buffet breakfast spread,2017-05-18,pos
booking,The location of the hotel is perfect. But the room given to us is misleading. I chose lake view  but the only view we got was the skyranch rides that are not pleasing.,2017-05-19,pos
booking,Food,2017-05-20,pos
booking,The bathroom was disappointing  rooms need refurbishment and general service system overhaul. The food at breakfast was limited and again in a country full of fresh fruit I can not understand why the juices are not fresh.,2017-05-21,neg
booking,Out room with perfect view seeing Taal Volacano  my parents was very happy,2017-05-21,pos
booking,Breakfast and chef in the omelette station. She is not very customer service oriented.,2017-05-21,neg
booking,The views were excellent  the gardens were good for light walking - restaurants offered a good choice of food,2017-05-21,pos
booking,The hotel is old. Supposed to be historical but really it's just old and worn out  rough around the edges. All the money they charge appears to be going into someone's pocket as it clearly isn't being invested back into the hotel. Most rooms do not have a view so do be surprised if your window faces a wall or the casino across the street. No service at the pool. 150php for a bucket of ice. Breakfast buffet isn't really all that great especially when considering this hotel is supposed to be super awesome. Rooms are very basic and worn out. Mold and mildew on shower walls. Bathroom sink enamel completely worn through in some places. Hair in bathtub upon arriving. Mattress is old and isn't attached to the wall so it easily slides away from the wall of you try to sit up and lean against the wall. Linens are also very worn out (sheets and blanket and towels). There is only one outlet that works with 3 prong plugs (e.g. Laptop cable) and not conveniently located. Room really seems more like a cheap motel than an elegant hotel. For the cost one should have pretty high expectations. Be warned you should lower your expectations. Then lower them some more.  There are a bunch of hotels and b&b along the ridge  you can probably save some money and stay at a better place if you look around. Don't waste your money here. If you have to leave your room to see the view anyway then stay somewhere less expensive and spend the day at various points. You can always just come visit the hotel property if you want this particular view. Oh yeah  and the layout is a little weird. Depending on which room you get be prepared to do a lot of walking. A lot. Read other people's reviews  you'll see a pattern.,2017-05-21,neg
booking,Their dinner buffet was a bit pricey...even pricier than buffet101 considering the number of choices were limited...,2017-05-22,neg
booking,Suitability of overall Hotel design and ambience.,2017-05-22,pos
booking,There is a nice view but it is a long ridge and there are lot of places with nice views. They keep the back part of the property in good order.,2017-05-22,pos
booking,rooms are a bit rundown,2017-05-22,neg
booking,The location,2017-05-22,pos
booking,Overpriced room  no bathtub not even a bidet in the CR...  staff would always say they are short in numbers. Refused to deliver our packed breakfast as we were all busy getting ready for a wedding! my brother in law had to do the bellboys job in pushing the cart to our room. Had to walk very far from the lobby also and it was a problem for my mother in law who had a knee operation. And please stop confusing clients by offering  LAKE WING rooms but the rooms are facing walls or nothing...,2017-05-23,neg
booking,The view is always spetacular! The grounds are well maintained and offers a great view of Taal Lake. Spacious parking area. Great location. Clean rooms.,2017-05-23,pos
booking,Beds slightly hard,2017-05-23,neg
booking,Bathroom is so unclean,2017-05-23,neg
booking,Always nice but Agoda have to be clear as the lake side room that I have do not face the Taal lake.,2017-05-23,pos
booking,Almost 1 hr delayed check in and the staff at the front desk can't even tell when can we accommodate the room they just keep on telling us that they will check on the housekeeping staff...they told us to wait but can't even tell us how long ,2017-05-24,neg
booking,Love the breakfast  they're serving taho which is not common to some hotels!,2017-05-24,pos
booking,the bathroom  especially the shower area. I'm not used to taking a shower inside a bath tub. moreso  it compromises your balance when you stand up inside a bathtub. it would be nice if they could change it to a more conventional shower enclosure. thanks and God bless!,2017-05-24,neg
booking,Lovely location and views. This is an old property that has charm but needs attention.,2017-05-24,pos
booking,Breakfast service was terrible! Hotel guests were made to wait in line for a table. Hotel staff were unable to handle the queue well.,2017-05-24,neg
booking,Staffs are very accommodating.  Classy rooms and interior..,2017-05-24,pos
booking,Oversll slk stay food n sunday mass,2017-05-24,pos
booking,The kids play area was boring...lacking in activities to do,2017-05-25,neg
booking,The room was spacious and clean...but the view from the window was distracting because of an old small house nestled amongst the trees...the breakfast buffet has a wide variety of food choices...excellent taste,2017-05-25,pos
booking,The extra bed is too expensive for the charge It looks like as if you're lying on a hospital bed and too old  not that comfortable at all,2017-05-25,neg
booking,Accessibility to sky ranch and also the view,2017-05-25,pos
booking,The t.v signal,2017-05-25,neg
booking,Staff and frontlins are all accomodating,2017-05-25,pos
booking,We lost 1 bag when we checke out . The bell boy brought our things down..,2017-05-25,neg
booking,Breakfast need improvement.,2017-05-25,neg
booking,Food  comfyness of the bed and the view,2017-05-25,pos
booking,Poor service. Dont have enough parking space for the guest.,2017-05-26,neg
booking,The view was amazing.The food was execellent. The service was outstanding.,2017-05-26,pos
booking,The ventilation in the CR  (exhaust  fan cannot control the smell of the restroom.. as well as the sound proofing of the room  we heard the voices of the other people beside our room,2017-05-26,neg
booking,I like the food however it was too expensive,2017-05-26,pos
booking,Although we booked lake wing   it did not have any view of the lake   which is misleading   Howver Ailine took care of us very well upgraded us to a room which has a great view of the lake .. thanks very professional and understanding staff .. we loved it ... Romantic dinner was super   my wife loved it .. Thanks Joyce for arranging the same as per my wife's taste .. Over we loved it,2017-05-26,pos
booking,the staff during breakfast didn't gave my request for a ketchup even though he passed on our table several times. its like nothing happened. it ruined the breakfast a bit!,2017-05-27,neg
booking,Good location,2017-05-27,pos
booking,None,2017-05-27,neg
booking,Staff were very courteous,2017-05-27,pos
booking,Great breakfast. Very comfortable bed. Friendly staff.,2017-05-29,pos
booking,The room we stayed in was quite dated and was clean enough and tidy  but could do with a deep clean in bathroom and wardrobes etc. very little soundproofing between rooms,2017-05-30,neg
booking,Convenient location; has a spa; good food choices Bed was very comfortable and smelled very good! Taal suite was just right for a small group meeting/planning session,2017-05-30,pos
booking,Facilities are a bit dated Veranda too small to accommodate everyone for breakfast Mountain wing was quite a walk from the lobby,2017-05-31,neg
booking,Nice hotel.,2017-05-31,pos
booking,Old rooms and facility,2017-06-01,neg
booking,They provide very good assistance particularly to the elderly.,2017-06-01,pos
booking,The main restaurant only offers buffet on breakfast and dinner. With pre-teens in my group who don't eat much  it would be nice if they also serve ala carte along with the buffet menu.,2017-06-02,neg
booking,View and facilities,2017-06-02,pos
booking,i did not like the buffet breakfast - very few choices and taste was bland; I also did not like the way they managed and served the breakfast in the function room; there was only 2 to 3 personnel attending to a hundred guests having breakfast; most of the food bins were almost empty when there was still a long queue of guests who were not having breakfast; we waited for 15 minutes before we were able to get a seat.,2017-06-02,neg
booking,the restaurant  not buffet was incredible and the staff very lovely,2017-06-02,pos
booking,Playground for kids bec there is a bad smell,2017-06-05,neg
booking,The views of the lake,2017-06-05,pos
booking,No bidet in the restroom  Restroom can still be improved.,2017-06-05,neg
booking,Its very clean. Staff are so respectful and hospitable.,2017-06-05,pos
booking,AC is not working properly  techinician came but the temperature didn't changed. We slept with our sweat ,2017-06-05,neg
booking,Bed was excellent  view was breathtaking and buffet was really delicious!,2017-06-05,pos
booking,No assistance going to the room,2017-06-06,neg
booking,The food are good and delicious..nice stay..,2017-06-06,pos
booking,Bathroom fixtures need improvement and shower pressure not very good,2017-06-06,neg
booking,Locatiom,2017-06-06,pos
booking,Price  Room CR no Bidet,2017-06-08,neg
booking,View and food,2017-06-08,pos
booking,We booked the lake wing coz we want to have the lake view room only to find out that we were given a room without view. Asked for room change but was offered a room upgrade for extra cost. We only stayed there for less than 20 hours. In total we spent almost 8000 php  very expensive for 16 hrs stay only. :(,2017-06-10,neg
booking,the live music at the lobby (pianist),2017-06-10,pos
booking,limited selection of food,2017-06-10,neg
booking,Since the weather in tgaytay is a bit cold its much better if the pool is heated. The connecting area was far to lake wing area. I cannot find the play area for kids,2017-06-10,pos
booking,A few mosquitoes inside the room Lavatory sink hve no drainage plug,2017-06-11,neg
booking,Food and facilities,2017-06-11,pos
booking,The rooms are far from the reception  fauset is broken. But the place has a fantastic view from the restaurant..,2017-06-12,pos
booking,Didn't like the first room we booked. Dirty and smelly linens  bathroom dirty toilet seats dirty   Floors looked soo old  and dirty. so  we have to upgrade to another more expensive room. But second room was awesome! Food wise ist's alright too expensive for the quality of food and not too much selection.,2017-06-12,pos
booking,Bed was comfy,2017-06-13,pos
booking,The waiters & waitress at the buffet hall don't  smile or greet guests considering that there weren't too many guests having breakfast that time. The buffet selection that day was very limited & wasn't exactly what we expected it to be since we have had great buffet breakfasts here before.,2017-06-16,neg
booking,The overall comfort and courteous staff are truly amazing!,2017-06-16,pos
booking,Limited channels in cable channel,2017-06-16,neg
booking,This hotel is one of the best in this area. Special thanks to Krystelle from Front Desk.,2017-06-16,pos
booking,The first room that we booked. I got sick after i ate Breakfast.,2017-06-16,neg
booking,The chefs at the buffet hall at the noodles   pastries and omelette stations were the most friendly & most accommodating staff that served us.,2017-06-16,pos
booking,When we checked-in at 2:40 our room wasn't ready yet. It was kind of disappointing cause we had a child with us so we had to wait until 4:30.,2017-06-17,neg
booking,The breakfast was amazing  I guess that's one reason why we keep coming back. I love that all your buffets  food and restaurants are all in to give the best.,2017-06-17,pos
booking,Service at the lobby is poor. We waited too long to be served.,2017-06-17,neg
booking,Quiet and relaxing place to spend the weekend.,2017-06-17,pos
booking,Wall is too thin. You can hear everyone's everything.,2017-06-17,neg
booking,It was okay.,2017-06-17,pos
booking,but the service elsewehere in the hotel  the noise levels  the cleanliness of the room with bugs etc was not great especially for the $ spent on the same,2017-06-17,neg
booking,The view is fascinating. It is great to watch the iew of taal.lake,2017-06-17,pos
booking,According to my 3yr old daughter the room is nice and cozy. The breakfast buffet was ok its not as what i have expected for the price.,2017-06-18,pos
booking,Ambiance,2017-06-18,pos
booking,Comfort room and the towels,2017-06-18,neg
booking,The food in the veranda,2017-06-18,pos
booking,I paid 1800 for an extra bed and the breakfast buffet but they did not provide the extra bed that i paid for. The price that is posted here in booking.com is 4582.69 but i was charged with 7400 though i am aware of the additional 1800. Booking.com should have informed that prices are subject for change.,2017-06-19,neg
booking,Convinient,2017-06-19,pos
booking,Premier room has no bidet,2017-06-19,neg
booking,The room is big with very nice background.,2017-06-19,pos
booking,Great view,2017-06-19,pos
booking,All is perfect  location and ambiance  love the sceneries in veranda! Staff are very friendly and courteous  always smiling :),2017-06-19,pos
booking,The bacon should not be covered  its loses the crispness.,2017-06-19,neg
booking,The breakfast buffet offered variety of yummy foods to choose from. Vey nice accommodation,2017-06-19,pos
booking,Nothing :),2017-06-21,neg
booking,Accomodating staff and friendly guards and location,2017-06-21,pos
booking,Cr has no bidet And aircon was not strong enough to provide adequate room temp,2017-06-22,neg
booking,location and food,2017-06-22,pos
booking,The room was too far from the lobby and parking,2017-06-22,neg
booking,overall ambiance is very relaxing..staffs ang very friendly,2017-06-22,pos
booking,Limited choice for breakfast buffet,2017-06-25,neg
booking,Amazing ambience,2017-06-25,pos
booking,No bidet. Leaking aircon. Water coming out of shower cubicle. Breakfast was delicious but they have the same menu everyday.,2017-06-25,neg
booking,Fast wifi,2017-06-25,pos
booking,They upgraded our booked accomodation,2017-06-26,pos
booking,Room  hotel  amenities all need updating. For the high price we paid for the room  it wasn't worth it.,2017-06-27,neg
booking,Great hotel with the best view in town Great breakfast,2017-06-27,pos
booking,1) The air-conditioning unit in our room leaked during the first night  and maintenance spent around 20 minutes in the room cleaning/ fixing the unit. 2) The shower/ tub drain might've been clogged as shower water drained very very slowly (we actually thought that the stopper was already placed in the drain). 3) Called concierge/ front desk two times (varying times) and nobody answered. 4) The in-room dining menu placed in our room was not updated. 5) SLOW internet connection,2017-06-27,neg
booking,1) Super comfortable bed 2) Clean and spacious room 3) Clean and spacious bathroom 4) Clean and accessible swimming pool 5) Very delicious food! (standard breakfast fare- but so yummy!  and excellent in-room dining selections- we ordered from room service on both nights!),2017-06-27,pos
booking,Room outdated  staff passing through the hallway made loud squeaking noise that startled me at 5 am   talking loudly not taking in consideration that guests are sleeping.,2017-06-27,neg
booking,Comfortable,2017-06-27,pos
booking,None,2017-06-27,neg
booking,The staffs are very friendly and accomodating!thumbs up !,2017-06-27,pos
booking,the bed sheets  linens needs to be replaced,2017-06-28,neg
booking,food and view,2017-06-28,pos
booking,A very busy lobby on the lake wing,2017-06-28,neg
booking,The surprise greeting cake for my daughter upon our check in.,2017-06-28,pos
booking,Internet is slow once inside the room,2017-06-29,neg
booking,The breakfast included in the package is great!,2017-06-29,pos
booking,room are old and not so clean  bed sheet is too old.,2017-06-29,neg
booking,Excellent food. Very spacious room. The staff are very courteous.,2017-06-29,pos
booking,We had to wait to be seated for breakfast. They had difficulty in accomodating all guests during breakfast.,2017-06-30,neg
booking,We liked the service.,2017-06-30,pos
booking,Lack of public transportation.,2017-07-01,neg
booking,Great view and staff,2017-07-01,pos
booking,None! Everything was awesome!like seriously awesome. Far exceeded my expections!,2017-07-01,neg
booking,Breakfast and scenery,2017-07-01,pos
booking,The kingsize bed in our room was soggy and squeeky  i.e. uncomfortable. Apparently  over used and needs to be replaced.,2017-07-02,neg
booking,Breath taking view of the lake. The breakfast buffet selection.,2017-07-02,pos
booking,Paint and water stains on balcony ceiling,2017-07-02,neg
booking,Staff Hospitality,2017-07-02,pos
booking,Evening menu not much choice didn't find out about 2 NFL resteraunt till day we left not much information about facilities,2017-07-03,neg
booking,the view,2017-07-03,pos
booking,price,2017-07-03,neg
booking,Good food and great scenery,2017-07-03,pos
booking,1. Food was basic yet expensive 2. We were thrown in 2 lousy locations in the mountain wing despite advance bookings. 3. Someone tried to open our door while we were inside. 4. Room was available past 3pm  no refund or explanation given 5. Wifi wasnt working inside  they had to fix it on site 6. Massage service was a fail. We booked for 2 yet they only sent 1 therapist.  Overall  fair but lousy service. I wont recommend this place. Also there were a lot of customers unhappy with their service and 1 old lady made a scene last sunday due to her room not being available and she was already late for the event. No value for money!,2017-07-03,neg
booking,Excellent view of the lake  convenient to sky ranch  delicious and wide choices on breakfast buffet. Staffs are friend and goes above and beyond.,2017-07-03,pos
booking,Id Love the relaxing view of taal lake..walking distance to skyranch.staff are helpful and accomodating.,2017-07-04,pos
booking,Costly amount of food ,2017-07-04,neg
booking,Overall service is excellent.,2017-07-04,pos
booking,The buffet breakfast,2017-07-05,pos
booking,it's a costly specially when peak season..,2017-07-06,neg
booking,garden  clean room  great view to taal view,2017-07-06,pos
booking,The cold weather,2017-07-06,neg
booking,The location of the property and views of Taal are amazing! The restaurant is great!! Food and bar was amazing...,2017-07-06,pos
booking,We like the place/location.  the view of course the view deck is very relaxing. the staffs are very warm. the food is good the room is good,2017-07-06,pos
booking,beautiful location. staff were so accommodating. buffet was good.,2017-07-06,pos
booking,Shower overflowed to the hallway.,2017-07-06,neg
booking,Bed was very comfortable,2017-07-06,pos
booking,some food are not good taste,2017-07-07,neg
booking,All the staff that I have encountered were very courteous and helpful. We did enjoyed the variety of the buffet breakfast and the view of taal volcano from the veranda.,2017-07-07,pos
booking,I think the rooms could use some updating. Wonderful location and has great amenities. Historically an important landmark of the area. To keep up with the growth in tourism in the area updating of the rooms would be beneficial.  The rooms are still fine  just not as contemporary as the other hotels we stayed in.,2017-07-07,neg
booking,Scenic view  food and staff,2017-07-07,pos
booking,No bidet,2017-07-07,neg
booking,Lake view,2017-07-07,pos
booking,No foreign currency exchange on the property.,2017-07-08,neg
booking,The overlooking scenery,2017-07-08,pos
booking,amenities are a little dated,2017-07-10,neg
booking,location and view,2017-07-10,pos
booking,Check in and check out .. long wait time!,2017-07-10,neg
booking,Location location location,2017-07-10,pos
booking,We stayed in the mounting wing for our first night. The room had a nice view. But the room in this wing seemed outdated compared to the Lake wing rooms. Sadly  the shower drain we had in our room wasn't working properly. It was flooding every time we had to use the shower. We had requested to change rooms for our second night. Also  there was an on-going construction in the mountain wing but they weren't noisy or too obstructive.,2017-07-11,neg
booking,The location was great. We stayed here for a friend's wedding in the area. Rooms in the Lake Wing are newer and better. And the rooms with the lake view are great. We transferred to a Lake wing room on the second night. Although we did not get the lake view  we were lucky that the room we got had a nice view  of the nearby park and a glimpse of the lake. Overall  it was a  good comfortable stay.,2017-07-11,pos
booking,Coffee,2017-07-11,neg
booking,Very good breakfast,2017-07-11,pos
booking,We stayed in the mounting wing for our first night. The room had a nice view. But the room in this wing seemed outdated compared to the Lake wing rooms. Sadly  the shower drain we had in our room wasn't working properly. It was flooding every time we had to use the shower. We had requested to change rooms for our second night. Also  there was an on-going construction in the mountain wing but they weren't noisy or too obstructive.,2017-07-11,neg
booking,The location was great. We stayed here for a friend's wedding in the area. Rooms in the Lake Wing are newer and better. And the rooms with the lake view are great. We transferred to a Lake wing room on the second night. Although we did not get the lake view  we were lucky that the room we got had a nice view  of the nearby park and a glimpse of the lake. Overall  it was a  good comfortable stay.,2017-07-11,pos
booking,Hotel has an old style hence the old feel which is not my liking; the towels feel like they're 5yrs old as it wasn't fluffy anymore. Even if the room is clean it doesn't feel clean because of the old feel. The rooms are also a far walk from the lobby.,2017-07-11,neg
booking,The location was great and the view is amazing. They have a big viewing area which adds to the ambiance.,2017-07-11,pos
booking,Game room needs a little updating.,2017-07-12,neg
booking,Staff was friendly and view was great and breakfast buffet was excellent.,2017-07-12,pos
booking,The aircon and fridge in our room needs a replacement --- the aircon keeps a fairly comfortable 23-25 degree room temp despite being set at 18 degrees at maximum fan  thanks to the cool weather outside at the time; and the fridge cools the complimentary bottled water after at least 12 hours despite a maximum cooling setting.  Understandably the Mountain Wing is pretty dated but good management should not have waited for guest comments to address a basic housekeeping/engineering issue like this. Front office staff should refrain from making promises that could not be delivered  such as offering to send a fruit basket to the room for our wedding anniversary  but nada.,2017-07-12,neg
booking,Staff (i.e. front office  Veranda/Fireplace/F&B  bell staff  and those you simply meet in the hallway) were generally very courteous.  Check-in and checkout went smoothly.,2017-07-12,pos
booking,Hotel supervision and reception staff not very friendly.,2017-07-18,neg
booking,The view overlooking Taal volcano.,2017-07-18,pos
booking,No wifi at room 124.,2017-07-18,neg
booking,Big thanks to Erika who assisted me at the reception. She offered me a room upgrade which is cheaper than having an extra bed. Others didn't offer it when my husband first inquired. 2kplus pesos is a difference huh. Big thanks to Erika ,2017-07-18,pos
booking,What i dont like is i call for tray clearance but nobody come to pick up.. I hang the please make my room sign before we go to veranda for breakfast .. When we came back after 4 hours still nobody clean our room or collect the rubbish.. I hope in the future it will be improve the housekeeping service.. We stay there 3 days and 2 nights.. Anayway thanks for the friendly staff and to the management of taal vista hotel..,2017-07-21,neg
booking,I like the staff they are very polite.. I like the food in veranda and the staff as well..,2017-07-21,pos
booking,I dont liked the beddings its itchy  probably the bugs!,2017-07-21,neg
booking,I liked the courtesy of staffs  & the food!,2017-07-21,pos
booking,Nothing!,2017-07-21,neg
booking,The hotel was nice. Great views from the room. As always in SE Asia  staff fantastic. Food and drink well priced,2017-07-21,pos
booking,Not good value for money. Noisy room  can hear all from upstairs and in the hallways. Bed was comfortable but again nothing special.,2017-07-21,neg
booking,Beautiful location   garden terrace and lake view,2017-07-21,pos
booking,Staff,2017-07-21,neg
booking,The view,2017-07-21,pos
booking,I think management is doing a poor job maintaining the place. It has deteriorated quite a bit since the last time we stayed there in 2013.,2017-07-22,neg
booking,The location was superb.,2017-07-22,pos
booking,Bathroom is  a little old in our room,2017-07-23,neg
booking,Good breakfast buffet  volcano view from the backyard  nice staff,2017-07-23,pos
booking,The.linens in the bathroom seem to be old.,2017-07-24,neg
booking,The client service rep (Kevina)at the counter was very courteous and accommodating.,2017-07-24,pos
booking,Our room was on the ground floor and its not that clean. We were disappointed. ,2017-07-24,neg
booking,The million dollar view!,2017-07-24,pos
booking,Property needs upgrade and more options for buffet breakfast,2017-07-25,neg
booking,It was the location of the property,2017-07-25,pos
booking,Fridge is not cold and not really clean.,2017-07-26,neg
booking,Stunning view. Clean swimming pool and accessible famous spots and restaurants,2017-07-26,pos
booking,I requested a room with  a nice view of the taal lake but the room they gave me was in front of a big tree. All i saw was leaves. And the pool was very far from the new wing  not so convenient if you have a baby with you. I also saw a cockroach in our bathroom. ,2017-07-29,neg
booking,Great view,2017-07-29,pos
booking,NOISY!!! Theres an ongoing construction and it can be heard from my room,2017-07-29,neg
booking,Clean..  My room was new,2017-07-29,pos
booking,the comfort room. dirty,2017-07-30,neg
booking,just the venue.,2017-07-30,pos
booking,The weather. When we went there it was raining,2017-07-31,neg
booking,Over looking,2017-07-31,pos
booking,Our room was a bit far and we needed help during  check out but nobody came so we had to carry all our stuff with our baby. Plus the screen door of our room is brokern.,2017-07-31,neg
booking,The room is comfy and nice.,2017-07-31,pos
booking,Booked family of six and was separated by the two wings of the hotel (10 minute walk between).,2017-07-31,neg
booking,Very family friendly.,2017-07-31,pos
booking,the restaurant food is slightly pricey and not so good taste....,2017-07-31,neg
booking,the view from my room and friendly front desk  that's all,2017-07-31,pos
booking,The problem with our door.,2017-07-31,neg
booking,Tha view,2017-07-31,pos
booking,It would be better to have more reservations officer at the front desk during peak hours (check in and check out times  weekends/holidays) so as to lessen the slow que of people falling in line.,2017-07-31,neg
booking,I highly recommend the lake wing rooms. I enjoyed the veranda breakfast buffet.,2017-07-31,pos
booking,Mini-bar was empty.  No bath may or hand towels in bathroom,2017-08-01,neg
booking,The view!,2017-08-01,pos
booking,No bidet or toilet sprinkler.,2017-08-01,neg
booking,Premier room at the lake wing is big and has a nice view of the Taal lake. Quiet. Clean.,2017-08-01,pos
booking,The aircon in the room that we've stayed in   room 352   has a leak which causes the floor to be wet and slippery  it even wet my clothes that I left on the side chair  aircon seems old and takes time to cool the entire room.,2017-08-01,neg
booking,The location   ambiance and buffet breakfast.,2017-08-01,pos
booking,Almost nothing :),2017-08-02,neg
booking,Everything is good :),2017-08-02,pos
booking,The room didn't have bathtub and the room looks outdated. We stated at the lake view room with balcony.,2017-08-03,neg
booking,The location is amazing! The room size is huge. The staff are awesome.,2017-08-03,pos
booking,The service at the restaurant  room service  and IT.,2017-08-03,neg
booking,The cleanliness of the place.,2017-08-03,pos
booking,View,2017-08-03,pos
booking,We don't like the view from our room.,2017-08-04,neg
booking,We appreciate the kid's club though there's not much in there. My kids love the pool as well.,2017-08-04,pos
booking,What I don't like is our room is not located at Ta-al lake view. The bathroom door is hard to pull and the water from shower room over flow outside the shower door.,2017-08-04,neg
booking,I like the view of Ta-al lake.,2017-08-04,pos
booking,They have poor customer service. I went there because I wanted to enjoy since it was my birthday but unfortunately most of the staff I encountered were snob and not easy to approach. The desk officer also told me I will be given a complimentary item which will be served directly in the room since its my birthday but nothing came.,2017-08-06,neg
booking,The breakfast buffet was great though  we all enjoyed it,2017-08-06,pos
booking,While breakfast offer many choices  it's fair to say that it's not as tasty as i thought View of the room is not the best,2017-08-07,neg
booking,Great location and view. Just next to sky ranch Easy to find since there is a lot of sign,2017-08-07,pos
booking,The service at the coffee shop at night when my wife and I stayed there to order drinks.,2017-08-07,neg
booking,I like the warmth of your staff especially Ericka at the friont desk.  The front office manager was so friendly and accommodating!,2017-08-07,pos
booking,From the time I made a booking  I requested for a quiet room. But when we already entered  our room it was very noisy  I think that there are renovation being done near our room. So I called the attention of the front desk and she immediately transferred us.,2017-08-08,neg
booking,I really liked their grilled pork & beef it's very juicy. Actually we really loved all the foods.,2017-08-08,pos
booking,The food,2017-08-08,neg
booking,The location,2017-08-08,pos
booking,Breakfast was awful. They said they were going to give complimentary anniversary cake but nothing ever came even if we followed it up.  Asmara spa was excellent.,2017-08-08,neg
booking,The room,2017-08-08,pos
booking,Swimming pool,2017-08-09,neg
booking,The staffs,2017-08-09,pos
booking,Booking.com price doesn't include hotel taxes  and I think its in a fine print  so felt a bit annoyed about the increased costs when we reached the hotel and got to know about the costs,2017-08-14,neg
booking,Most of the things except pricing,2017-08-14,pos
booking,Location,2017-08-14,pos
booking,Gym facilities could be improved.,2017-08-21,neg
booking,food in the restaurant was pricey and the breakfast buffet didn't have a lot of options. nevertheless  if you don't like the food in the hotel  there's a Robinson's mall nearby. you can also eat at Bag of Beans or Mushroom Burger,2017-08-22,neg
booking,The staffs are friendly and polite. The rooms at the Lake wing are the best.,2017-08-22,pos
booking,The Game room and the things inside it is quite old. I suggest they renovate it  replace the billiard table  buy an original billiard balls  add more dart pins (there is only one). The TV is not working. Add and think of other indoor activities/recreation. :),2017-08-22,neg
booking,Clean facilities. Nice coffee (nespresso) in the room. Helpful staff. Great breakfast. 'Appreciate the variety and attention to details (vegetables cut  etc.),2017-08-22,pos
booking,I liked the veggie and fruit selection of the buffet esp greek salad  tzaziki  red egg w/ tomatoes  guava salad  balsamic dressing... Loved the garden and taal lake view. I love the clean bathroom and rooms. The stone massage offered by the Asmara Spa was great.,2017-08-22,pos
booking,No bidet,2017-08-23,neg
booking,we stayed in the lake wing of the hotel. we originally booked a deluxe room but got an upgrade upon check in. the room was clean  bathroom was spacious  and the view of Taal lake from the veranda was very relaxing. staff were very courteous and helpful.,2017-08-23,pos
booking,No desserts (other than fruits) on breakfast  view wasn't as expected (view was the Sky Ranch and highway - room without balcony)  cold floor (tiles),2017-08-23,neg
booking,I lost my purse and the staff were brilliant making sure I got back intact!,2017-08-23,pos
booking,I liked everything about Taal Vista. From the service  location  and all the staff. Super friendly.,2017-08-23,pos
booking,the view and facilities so good,2017-08-23,pos
booking,Room was dated. Bed was uncomfortable.,2017-08-24,neg
booking,We love the ambience at the veranda and enjoyed the recreation room,2017-08-24,pos
booking,No bidet and old model of hot and cold shower,2017-08-25,neg
booking,Awesome view  bit cold temperature  warm welcome by the hotel  and campfire during dinner.,2017-08-25,pos
booking,Poor explanation regarding pre-authorization payments.,2017-08-26,neg
booking,Bed,2017-08-26,pos
booking,The food from room service such as the thin crust pizza and buffalo wings wasn't hot and fresh anymore. But the staff was super friendly.,2017-08-26,neg
booking,Thanks to the staff for the clean tub it was too chilly for our kid to swim in the pool that day! Breakfast buffet was good too!,2017-08-26,pos
booking,Not enough restaurants within walking distance. Hotel taxi to airport or bus station not free.,2017-08-27,neg
booking,Pleasant and relaxing.,2017-08-27,pos
booking,Wifi is weak.....,2017-08-27,neg
booking,Like the Amenities and the view,2017-08-27,pos
booking,the door key more mentainance check need,2017-08-27,neg
booking,Friendly staff,2017-08-27,pos
booking,The breakfast buffet.. the fish was salty,2017-08-28,neg
booking,Location  facility,2017-08-28,pos
booking,Meal option  no vegetarian or halal menu.  Wifi sometime loss and very slow,2017-08-28,neg
booking,Bed is not comfortable  most of the staff are not friendly.   We booked for a room service spa at 10:30pm but no one showed up. I thought they're just late so I waited for 30mins and called to find out that our booking was not endorsed by the staff to the night shift therapist.,2017-08-28,neg
booking,We liked the view of the lake.,2017-08-28,pos
booking,Rooms far from restaurant for senior & pwd,2017-08-28,neg
booking,Location,2017-08-28,pos
booking,The view from our room was a bit of a let down.  The hallway from the old building needs updating.,2017-08-29,neg
booking,Breakfast overload,2017-08-29,pos
booking,Upon check in  the staff is ignorant about senior citizen discount. ..we persisted and eventually got it.,2017-08-29,neg
booking,The view food and staff.,2017-08-29,pos
booking,Some rooms needs to be updated. Bathroom needs to be updated as well.,2017-08-29,neg
booking,Room,2017-08-29,pos
booking,Room is old  limitted food choices  and noise in other rooms and from the outside is loud  not much of sound proofing.,2017-08-29,neg
booking,The view at the view deck.,2017-08-29,pos
booking,Coffee was cold. Called the customer/room service literally 6 times! Nothing happened! Our request didn't arrived. So we decided to personally go to the lobby and ask. Wasted 2 1/2 hours waiting for nothing. We were supposed to surprise our mom coz it was her birthday  because of this  surprise was ruined. Very disappointing ...,2017-09-01,neg
booking,The reception was accommodating!  The view deck and garden was superb! The rooms are great. Had a good night sleep. Feels like home!,2017-09-01,pos
booking,Lousy service in restaurant everyday at breakfast! Disinterested and non attentive staff and could not cope with a full house!,2017-09-01,neg
booking,The hotel location and grounds and lake view room.  Plus the FO and Spa staff.,2017-09-01,pos
booking,The view at our room was the courtyard. Kinda sad and gloomy,2017-09-01,neg
booking,Staff were very friendly.  Location was superb  lovely view from the main balcony except from our room.  Live music was good too.,2017-09-01,pos
booking,Traffic !,2017-09-04,neg
booking,The location is great which is beside Sky Ranch   the short drive to other very good restaurants  the Mahogany Market   golf course and Little Souls church. It provides one with a majestic view of Taal Lake. Professional   courteous and helpful Staff .,2017-09-04,pos
booking,No vday inthe rest room,2017-09-04,neg
