Review,Rating Date,Rating,Sentiment,Site  
Beautiful view!!!,27-Sep-16,,pos,booking
The ants on the balcony kept us from having coffee on the balcony in the morning!!,26-Sep-16,,neg,booking
location,26-Sep-16,,pos,booking
the hot shower wasnt working. complained and they gave me a P500 discount. but total amount i paid was 12 900 while the booking.com figure at the email was only almost P11 000. upon arrival and clarifiction  was told that said amount does not include taxes.,26-Sep-16,,neg,booking
Cleanliness,26-Sep-16,,pos,booking
Hidden charges !,26-Sep-16,81,neg,booking
Confusion made at the reception area about the booking & charging,26-Sep-16,81,pos,booking
no aircon,26-Sep-16,10,neg,booking
The place - cleanliness and comfy of the place.,26-Sep-16,10,pos,booking
My room looked different from what I've booked here in Agoda.,19-Sep-16,42,neg,booking
The long wait at the reception,17-Sep-16,10,neg,booking
Rooms bit far  no jacuzzi in the pool area since climate there is colder. Buffet breakfast not good and not of international standards.,30-Aug-16,,neg,booking
The location and view is good. Weather is cool.,30-Aug-16,,pos,booking
All,30-Aug-16,,neg,booking
Nothing,30-Aug-16,,pos,booking
The pastries is so good!,23-Aug-16,,pos,booking
we checked in  at 230pm and the room is not ready yet.. also theyre having problems in my room key ..room is too far from the lobby .. you need a roller blades.. my husband and i are both senior citizens,22-Aug-16,,neg,booking
Excellent staff; very comfortable rooms; ideal location was given to us,22-Aug-16,,pos,booking
More stable internet connection in the rooms.,14-Aug-16,81,neg,booking
Awesome stay,14-Aug-16,81,pos,booking
The air-conditioning unit was not working and the rest room door locks were damaged. Breakfast was so ordinary. Been billed higher than what was posted online hence I called the staff attention to check rates.,9-Aug-16,63,neg,booking
Fantastic view to the Taal Volcano. Great room service and friendly and helpfull staff.,9-Aug-16,63,pos,booking
Check in time took soo long  then there was no available room and I was made to wait for one hour  only to find out that the room was ready in 30mins.,8-Aug-16,25,neg,booking
Staff are nice and very professional.,8-Aug-16,25,pos,booking
none,4-Aug-16,10,neg,booking
view,4-Aug-16,10,pos,booking
Our room was far from the main entrance and dining area. Walking is not a problem but there was no elevator in our wing and no ramp for our baby's stroller. We had to drag it several flights of stairs while carrying the baby. Such a hassle.,1-Aug-16,,neg,booking
Excellent location of hotel. Room is big and spacious. Much appreciated since we have an active toddler in tow.,1-Aug-16,,pos,booking
I requested for a two bed  I indicate it with my reservation but they gave me 1 queen size bed. Then when I requested for a two bed they told me that they are fully booked and they cannot accomodate my request. I've been there lots of times  they should improve their service when they are fully booked. they can't accomodate well because of that.  great breakfast though.,26-Jul-16,,neg,booking
all the staff is very friendly and accomodating.,26-Jul-16,,pos,booking
Few choices for breakfast,21-Jul-16,,neg,booking
Amazing View from the porch   a masterpiece  everything is good in the hotel   like bed comfort  the room capacity   the crew   the hotel site   and I would recommend everyone to take a room that comes with a porch  because you will be missing a lot if you don't   ya it's a little bit expensive  but it's worth it   trust me   and also I recommend if ordering from room service  the Cuorgettes Pasta   it is magnificent .,21-Jul-16,,pos,booking
The rooms are outdated & bedroom linens are not smooth & comfortable to touch. Pool is not heated considering the year round cool weather. The way to the basement parking is too narrow.,14-Jul-16,,neg,booking
The location was awesome. The bathroom toiletries are at par with Japan hotel standard except for the amenities like the bidet.,14-Jul-16,,pos,booking
The promo price on the booking and the room wasn't the same. It wasn't as advertised. and the check-in time took 30 minutes.,13-Jul-16,81,neg,booking
I truly appreciated the assistance that was given by our reservations officer  Ms. Jeramie Pasion. She was really helpful in responding to all of our queries and needs. I would also like to thank Julian from the front desk for his excellent service and making sure that my senior parents got the correct discount.,13-Jul-16,81,pos,booking
Our room looked nothing like the photos in the website. We were supposed to get an extra large double bed  but upon checking in  none were available  so they just joined two small and uncomfortable beds together. The exposed floor was quite dusty! Decor was sad and pathetic. The advertised Garden or Taal Ridge view was non-existent from our Mountain Wing room. Quite a disappointment for an expensive hotel.,13-Jul-16,58,neg,booking
Apart from the decent location  the breakfast buffet and the view of the volcano from the viewing deck area were the only things we liked at this hotel.,13-Jul-16,58,pos,booking
Nothing.,7-Jul-16,58,neg,booking
Everything. ,7-Jul-16,58,pos,booking
Room guests should have been informed earlier that the Fresh Table restaurant was closed for a private function  the childrens play room was closed. Would have liked a bathtub in our Premier room,5-Jul-16,10,neg,booking
The attentiveness of the staffs to detail  the warmth of their welcome which displayed their sincerity  the food served  the facilities at the hotel,5-Jul-16,10,pos,booking
Our stay was excellent. Staff was the most accomodating ive experience in a long time. Will definitely come back and recommend to friends.,30-Jun-16,50,pos,booking
None,21-Jun-16,,neg,booking
All the staff were very accommodating and made sure that we were comfortable in our rooms. The buffet breakfast was sumptuous. The front desk staff always serve with a smile from check in to check out. They were proactive in dealing with guest and made sure that each guest request were acted upon appropriately. We really had a wonderful weekend. ,21-Jun-16,,pos,booking
We weren't able to use the in-room entertainment because the cable provider's digibox is broken.,21-Jun-16,,neg,booking
Staff were more than accommodating. Spa was a must-visit during our stay.,21-Jun-16,,pos,booking
Right now it's not worth of 5 stars in my opinion. The breakfast isn't a good experience (not enough staff most of the times and impossible on Saturday morning  leaking A/C  had to wait for coffee...) The mountain wing shows its age.,19-Jun-16,,neg,booking
The location is really nice.,19-Jun-16,,pos,booking
None,10-Jun-16,,neg,booking
All food is good!,10-Jun-16,,pos,booking
The bed and pillows wer not comfortable. Bed is too hard  as well as the pillows were too flat,5-Jun-16,81,neg,booking
The view of lake Taal -the entertainment in the lobby ( guitar singer and piano w/ singer) McDonald's across the street for the kids and sky park next door walking distance,5-Jun-16,81,pos,booking
If you ever book a room there  book one that facing Taal lake-floors 2 to 4.  Don't ever get the cheap room because it's like 2 floors downstairs like a parking garage. It's worth the extra peso to do that or you will be very unhappy,19-May-16,10,neg,booking
I love the location of the hotel  especially the our room which is facing the task lake.,19-May-16,10,pos,booking
Nothing,17-May-16,10,neg,booking
Very good service !,17-May-16,10,pos,booking
The Bathroom is old and dirty.,12-May-16,63,neg,booking
Nice place and good foods,12-May-16,63,pos,booking
The view from the lobby is pretty.,12-May-16,10,pos,booking
Our room doesnt have a shorter route to pass thru going to the lobby.,7-May-16,,neg,booking
Love the room  facilities  location of the hotel  employees and security.,7-May-16,,pos,booking
Room was hot,5-May-16,,neg,booking
Location Security View,5-May-16,,pos,booking
Nothing i could think of. Swimming pool maybe as  it is quite far  from the new wing.,5-May-16,,neg,booking
We have always been  eating at Taal Vista Hotel whenever somebody in the family celebrates a birthday. Our anniversary is a day before my son's birthday so we opted to stay for a night  in the hotel.. It was  more  relaxing to eat knowing you have a good hotel to stay on.,5-May-16,,pos,booking
kids stay free BUT they did not eat free. Breakfast buffet was also sub par  especially for 860 pesos a head.,2-May-16,,neg,booking
hotel had a good view of Taal volcano,2-May-16,,pos,booking
Service at the restaurant.,22 April 2016,81,neg,booking
location is just an hour-drive from our residence. staff/employees are very polite.,22 April 2016,81,pos,booking
The Sky Ranch - which resulted in  traffic along the national Highway.,16 April 2016,10,neg,booking
Easy booking... Friendly staff.,16 April 2016,10,pos,booking
The restroom  the toilet bowl should come with bidet.,14 April 2016,63,neg,booking
The renovations have transformed Taal Vista into a luxurious hotel. The gardens are well kept. The rooms are kept clean! The staff are friendly. The view deck is marvelous!,14 April 2016,63,pos,booking
Kids play area was closed for renovation,12 April 2016,10,neg,booking
Very relaxing view,12 April 2016,10,pos,booking
Broken aircon poor quality of bed.,12 April 2016,50,neg,booking
Crispy bacon at the breakfast buffet,12 April 2016,50,pos,booking
The scenery and the breakfast.,10 April 2016,10,pos,booking
No value for money  too steep for available comforts. Small swimming pool considering the number of # guests and rooms  games rooms badly maintained with badly maintained pool table and games..gym has no glasses for drinking water!?,5 April 2016,,neg,booking
Good location  good view  great food options,5 April 2016,,pos,booking
going in and out of my room  its kind of far  going outside to the stairs and in to elevator,3 April 2016,,neg,booking
location of my room have excellent view!,3 April 2016,,pos,booking
The room is so dirty and most of all our door & window is broken.,26-Mar-16,,neg,booking
the food is good  the place so relaxing.,26-Mar-16,,pos,booking
There was no floor mat for the bathroom and i would have liked fresh milk in the refrigerator i don't like creamers.,22-Mar-16,,neg,booking
Best view in the world. Very nice staff  let us return to our room to shower even after we had checked out. (Taal volcano trek it very hot and dusty),22-Mar-16,,pos,booking
Expensive hotel without even bidet installed in their bathroom. During the two days stay. Breakfast is good but i have to take my own coffee. The waiters just ignores me ehen im calling them. For two straight days. I dnt know if they choose who they serve coz the table besides me was well served. :(,19-Mar-16,81,neg,booking
The scenery  cozy feel of the room and hotel.,19-Mar-16,81,pos,booking
Nothing significant.,6-Mar-16,63,neg,booking
The food was great it is in a perfect position with tremendous views and the staff were excellent,6-Mar-16,63,pos,booking
The room and beddings too simple as well as the CR. This is a 2 star hotel,2-Mar-16,63,neg,booking
The view,2-Mar-16,63,pos,booking
The room's view The ambiance of the room and everywhere The breakfast,1-Mar-16,46,pos,booking
Great room  excellent view of the lake. Breakfast was superb.,23-Feb-16,10,pos,booking
The price rate for this hotel is not worth it. Theres nothing wow in this hotel except for the view but the bed and room are too simple like a 2 star hote.  The check was lousy  took us 45 mins standing wating to be entertained.,19-Feb-16,10,pos,booking
dirty room terrasse missing clean towels empty dishes in the corridor. dirty Kid's corner Queing for breakfast. tour organisation,17-Feb-16,,neg,booking
Yummy breakfast!,17-Feb-16,,pos,booking
-had to call and request for towels and toiletries because these were not provided in the room when we got there -aircon not too cold even if it's set to lowest temp,16-Feb-16,,neg,booking
view point Taza restaurant breakfast,16-Feb-16,,pos,booking
I have stayed in this hotel twice. The first time  in 2013  was in the Lake Wing. I remember there being a lot of noise from Sky Ranch Park  are really inconvenient path to our room through a ballroom and up a flight of stairs before reaching the elevator (this is important if you're traveling with people with disabilities)  and incredibly bad service.  Despite deciding at that point that I would not return to this hotel  I decided to give it another chance in early 2016  in the Mountain Wing.  This wing is considerably older than the Lake wing  and while generally clean and maintained  the quality of our room was underwhelming.  On top of this  a regular stream of noisy guests in the hallway kept us up from 11pm to 3am. As they loud guests were always different  it didn't appear that calling the front desk would reduce the problem. When complaining to the Manager in the morning  I was again underwhelmed by the customer service.,16-Feb-16,,neg,booking
The weather,16-Feb-16,,pos,booking
Towels does not look clean (off-white). this is not a five star hotel. very old facilities like shower  etc.,16-Feb-16,,neg,booking
Exceptional service from caf veranda staff,16-Feb-16,,pos,booking
hard pillows...  old hard towel... only one towel and no face towel,15-Feb-16,81,neg,booking
The hotel terrace has an undeniably good view of Taal Lake.,15-Feb-16,81,pos,booking
There wasn't anything to do  and the food was really disappointing,11-Feb-16,10,neg,booking
The view and spa was amazing,11-Feb-16,10,pos,booking
rooms especially at the mountain wing looks old already; needs renovation Sink is leaking; all maintenance can do is place a towel on the floor to avoid slippage,9-Feb-16,38,neg,booking
Our room is nicely located to my preferred view. Staff is very accommodating. Facilities are very nice.,9-Feb-16,38,pos,booking
very convenient location,9-Feb-16,63,pos,booking
I didn't like the fact that it was a short stay for me. Haha.,27-Jan-16,,neg,booking
Everything was just perfect. A paradise treat really. Beautiful and relaxing. Had the best view as well. Very nice,27-Jan-16,,pos,booking
The room was not clean  tiles from floor are coming off,26-Jan-16,,neg,booking
wonderful experience,26-Jan-16,,pos,booking
No blanket under the duvet...its unsanitary..late checkin though we requested for early checki in..requested for a non smoking rooms but we landed in a smoking room,26-Jan-16,,neg,booking
Breakfast.,26-Jan-16,,pos,booking
My towel was mistaken as hotel towel and I found my towel dirty and wet on the floor.,19-Jan-16,,neg,booking
only the view of the room,19-Jan-16,,pos,booking
- room door paint are peeling off - floors are not clean - pillow covers are not white enough and stained  - bathroom tiles grout are not clean  - the smell of the room is moldy - I thought all their rooms has been renovated and turned to modern furnishings which shows in the picture - the rooms are not sound proof. you can hear the trolleys and kids in the hallway,19-Jan-16,81,neg,booking
Location  room and room size,19-Jan-16,81,pos,booking
nothing,12-Jan-16,10,neg,booking
the service was excellent,12-Jan-16,10,pos,booking
Aircon machine is not working well  kids on the other room are roaming around and very noisy,12-Jan-16,46,neg,booking
Highly recommended,12-Jan-16,46,pos,booking
Nothing,8-Jan-16,10,neg,booking
We arrived at the hotel few minutes before 1pm. We were allowed to check in. After the SOP  for checking in  we were informed that we have to wait for a few more minutes since our room is still being prepared. We obliged as we understand that standard check in time is 2pm. After a few minutes  I checked with the front desk officer if the room is ready. I was informed that it is still being cleaned and will be finished at exactly 2pm. While we were sitted at the lobby  we noticed that some guests who have checked in were allowed to proceed to their rooms right away. So I approached the front desk officer again and told him that we noticed. I was in a different tone  when I aporoached him. I told him that we booked our room one month before and we are not walk in guests. Why do we still have to wait for 2pm while other guests are allowed to proceed to their room right after checking in. He went inside a room behind the front desk. When he returned  he told me that we can now proceed to our room. Initially he said that the room will be available at 2pm. But when I approached him in a different tone  he told me that the room is ready. He was apologetic but did not give any explanation to what happened. Also  we were not able to use their wifi because of poor signal. Tried to ask the staff one time and she just gave me a new password. I did not bother to insists on the wifi because of bad experience that we had checking in.,28-Dec-15,,neg,booking
The location and the big bed,28-Dec-15,,pos,booking
Delays at Check-in.  I have stayed at the hotel a few times and every time the check in has been slow and lacked courtesy. I have never felt any warmth or being welcome.,27-Dec-15,,neg,booking
The restaurants are good  especially Taza.,27-Dec-15,,pos,booking
The front desk were extremely inefficient. I had to transfer rooms because I asked to stay an extra night (I shouldn't have had to do that in the first place)  but I obliged because a guest was checking in and wanted 3 rooms next to each other (one of which was my room). But since I had to prepare for a wedding  I wanted to transfer early and was told I could transfer by 9AM). At 9  they sent a bellhop to get our things but he had no idea where we were transferring to. The front desk personnel who arranged the transfer went on break. No one could resolve the issue and we were transferred at 11:00! The wedding I had to prepare for and travel to was at 12NN.,21-Dec-15,,neg,booking
The bell hops and the guards were nice.,21-Dec-15,,pos,booking
I should have reserved a room with a view of the lake.,15-Dec-15,,neg,booking
Everything.,15-Dec-15,,pos,booking
None,14-Dec-15,81,neg,booking
The location is fantastic. Hotel rooms are beautiful and the hotel staffs are nice and accomodating.,14-Dec-15,81,pos,booking
Mostly everything  from the room  to the service   facilities needs alot of work and improvements. Not worth the money. I think too pricey for the condition of the rooms and facilities.rooms are so outdated.too much hidden fees.Staff are not so helpful  didnt notify customers if requests are available.Didnt like the hotel at all. Will not going to stay there ever again.,13-Dec-15,38,neg,booking
Superb staff   awesome views   excellent food,13-Dec-15,38,pos,booking
staff in the breakfast cafe are not as good. i fall in line for the breakfast but since the one behind me handed the stub first she was given seats first  so what is the line first huh? table cloth are not change after each use.,3-Dec-15,42,neg,booking
Just the buffet breakfast,3-Dec-15,42,pos,booking
Not value for money,2-Dec-15,42,neg,booking
room service are fast and very friendly.,2-Dec-15,42,pos,booking
Food choices,1-Dec-15,10,neg,booking
Weather,1-Dec-15,10,pos,booking
Location,28-Nov-15,10,pos,booking
Wifi is terribly slow  was not able to check emails because of that. The bed is very uncomfortable  we can feel the mattress coil on our backs. We told the bellboy about it but nobody bothered to check. The waiters on the dining area are not very friendly and alert. We have to call their attention a couple of times before they will act.,25-Nov-15,,neg,booking
I like the location,25-Nov-15,,pos,booking
It took long time to check in.,24-Nov-15,,neg,booking
Location,24-Nov-15,,pos,booking
Air conditioner was leaking and the room was too warm.  We reported to front desk and they said they'd send someone to fix it.  It wasn't fixed and basically  the front desk person said there was nothing they could do because they couldn't transfer us to other rooms - the hotel was fully booked.  So we still paid the ridiculous price for a room that was uncomfortable and too warm.  They didn't do anything to at least address our complaint.  It was as if...too bad  you're-already-here-so-just bear-with-it kind of case.  The staff were obviously not trained to handle a simple case such as this.  No warmth  no empathy...robotic kind of service. To further validate that we made the wrong choice of staying in this hotel....during breakfast  one of the staff was insisting that my son  9 years old  was an adult.  So I told her to go ahead and interview him herself  and ask for his birth date and whatever qualifying questions she had in mind.  Disappointing.  Assuming that we probably just want to pay half the price of the buffet so we were saying he was below 11.  Annoying....especially when we slept in an uncomfortable state given that the hotel's air conditioner was busted!  Then you see the buffet table fruit selection covered with fruit flies.  Hope this comment reaches the hotel's management team....because obviously...from facilities to staff...you need a total revamp.,8-Nov-15,,neg,booking
Their front office are very accomodating esp the one named Denise. She always make sure that everything is okay. The food in Cafe Veranda is very very tasty you'll enjoy every bite. And also the location of the hotel  the view of taal lake is very awesome unlike any other hotels.,8-Nov-15,,pos,booking
I don't have a bad experience but since I worked in a 5 star hotel before I notice that the tissue in the bathroom is not new bec it is already thin.,2-Nov-15,,neg,booking
the ambiance is good very accomodating staff overall Good,2-Nov-15,,pos,booking
ambience and courteous staff and delicious food,30-Oct-15,81,pos,booking
The Mountain Wing room I was in was old. The screen sliding door to the patio kept coming off the rail and I had to fix it every time we went in and out (We hung out in the patio a lot). The coffee maker still had water (probably) from the previous guest. The rubber slip mat in the bathtub was visibly old and should be replaced. Lastly  I was not given a choice to choose a room in the newer and better Lake Wing (where I had previously stayed and was very satisfied) when I booked online.,14-Oct-15,50,neg,booking
The staff were very accommodating and acted quickly  even way past midnight.,14-Oct-15,50,pos,booking
CR inside room no bedi & also bad smell,11-Oct-17,50,neg,booking
The view,11-Oct-17,50,pos,booking
Unexpected  undeclared 2 000 deposit upon check in,29-Sep-17,29,neg,booking
Very comfortable and really met out expectations.,29-Sep-17,29,pos,booking
No bidet.,29-Sep-17,10,neg,booking
Internet access was very slow.,23-Sep-17,,neg,booking
The room was very spacious and clean. The view from the room facing taal lake was something to look forward to everyday.,23-Sep-17,,pos,booking
It rained and the porch was slippery ; the buffet per person rate was pricey.,22-Sep-17,,neg,booking
The room is very clean and comfortable  separate toilet and bathroom  variety of buffet food selection  fresh garden salad  pineapple salad dressing and  fruits made me feel i was truly in Tagaytay City;  the best though is the great view of the Taal Volcano;,22-Sep-17,,pos,booking
Difficult to walk around for elderly guests  lack of elevators/very far from lobby. Some leaking roofs at lobby  breakfast hall. Lack of activities and spaces for kids within the hotel compound in relation to the volume of guests.,18-Sep-17,,neg,booking
Bed was comfy. Kind staff. Proximity to nearby activities/places of interest. Delicious baked goods. Nice historical pictures along the walls-but should probably be displayed more prominently.,18-Sep-17,,pos,booking
some lights not properly working and CR door lock not working,4-Sep-17,,neg,booking
accommodating staff,4-Sep-17,,pos,booking
Rooms far from restaurant for senior & pwd,28-Aug-17,81,neg,booking
Location,28-Aug-17,81,pos,booking
The food,8-Aug-17,79,neg,booking
The location,8-Aug-17,79,pos,booking
Breakfast was awful. They said they were going to give complimentary anniversary cake but nothing ever came even if we followed it up.  Asmara spa was excellent.,8-Aug-17,96,neg,booking
The room,8-Aug-17,96,pos,booking
It would be better to have more reservations officer at the front desk during peak hours (check in and check out times  weekends/holidays) so as to lessen the slow que of people falling in line.,31-Jul-17,79,neg,booking
I highly recommend the lake wing rooms. I enjoyed the veranda breakfast buffet.,31-Jul-17,79,pos,booking
No bidet,7-Jul-17,92,neg,booking
Lake view,7-Jul-17,92,pos,booking
Shower overflowed to the hallway.,6-Jul-17,79,neg,booking
Bed was very comfortable,6-Jul-17,79,pos,booking
Paint and water stains on balcony ceiling,2-Jul-17,,neg,booking
Staff Hospitality,2-Jul-17,,pos,booking
1) The air-conditioning unit in our room leaked during the first night  and maintenance spent around 20 minutes in the room cleaning/ fixing the unit. 2) The shower/ tub drain might've been clogged as shower water drained very very slowly (we actually thought that the stopper was already placed in the drain). 3) Called concierge/ front desk two times (varying times) and nobody answered. 4) The in-room dining menu placed in our room was not updated. 5) SLOW internet connection,27-Jun-17,,neg,booking
1) Super comfortable bed 2) Clean and spacious room 3) Clean and spacious bathroom 4) Clean and accessible swimming pool 5) Very delicious food! (standard breakfast fare- but so yummy!  and excellent in-room dining selections- we ordered from room service on both nights!),27-Jun-17,,pos,booking
Room outdated  staff passing through the hallway made loud squeaking noise that startled me at 5 am   talking loudly not taking in consideration that guests are sleeping.,27-Jun-17,,neg,booking
Comfortable,27-Jun-17,,pos,booking
None,27-Jun-17,,neg,booking
The staffs are very friendly and accomodating!thumbs up !,27-Jun-17,,pos,booking
No bidet in the restroom  Restroom can still be improved.,5-Jun-17,81,neg,booking
Its very clean. Staff are so respectful and hospitable.,5-Jun-17,81,pos,booking
AC is not working properly  techinician came but the temperature didn't changed. We slept with our sweat ,5-Jun-17,83,neg,booking
Bed was excellent  view was breathtaking and buffet was really delicious!,5-Jun-17,83,pos,booking
Breakfast need improvement.,25-May-17,96,neg,booking
Food  comfyness of the bed and the view,25-May-17,96,pos,booking
Bathroom is so unclean,23-May-17,75,neg,booking
Always nice but Agoda have to be clear as the lake side room that I have do not face the Taal lake.,23-May-17,75,pos,booking
rooms are a bit rundown,22-May-17,83,neg,booking
The location,22-May-17,83,pos,booking
view of Taal Lake  buffet breakfast spread,18-May-17,88,pos,booking
Accessibility of Hotel Facilities like Pools and Kids Room  from our Room is very far.,15-May-17,,neg,booking
Luxurious and Relaxing. Nice View of Taal Lake.,15-May-17,,pos,booking
Noise  people talking in the hallway.,8-May-17,,neg,booking
I like the friendly staff; ready to assist us when we need them.,8-May-17,,pos,booking
Long walk to our room from the hotel lobby.,2-May-17,,neg,booking
Good Accessibility to Skyranch  presence of a play area for kids  buffet breakfast was very good  staff are very warmth and accommodating.,2-May-17,,pos,booking
Buffet is only standard  no cold beers.,18 April 2017,,neg,booking
Location  view of Taal  confortable rooms with enough space.,18 April 2017,,pos,booking
The mini bar was locked.,16 April 2017,81,neg,booking
Buffet,16 April 2017,81,pos,booking
I feel the place needs renovation.,13 April 2017,79,neg,booking
The location and view.,13 April 2017,79,pos,booking
Backyard room view (I thought Lake Wing meant lake view for a deluxe suite). Sound proofing of the rooms from noisy neighbors can benefit from improvement.,5 April 2017,75,neg,booking
Great breakfast food selection  good acoustic entertainment at the lobby,5 April 2017,75,pos,booking
the aircon in our room is not as cold as we wanted it,21-Mar-17,88,neg,booking
the location and the view,21-Mar-17,88,pos,booking
The water from the bathroom had to be wiped twice by the housekeeper because it flown from inside going to the foyer of the room.,20-Mar-17,88,neg,booking
Water heater in the room was not fixed,13-Jan-17,,neg,booking
Breakfast buffet was good!,13-Jan-17,,pos,booking
We booked 7 rooms  none had the requested lake view.  We asked to have a baby cot also not provided. Showers are too old.,8-Jan-17,,neg,booking
Bed linen,8-Jan-17,,pos,booking
The stream of water from the shower was so weak it was not possible to take a bath properly. The towels were also old  gray and thin.,8-Jan-17,,neg,booking
Location.,8-Jan-17,,pos,booking
Filipino-Breakfast: Not for everyone Poor cleanliness of room and bathroom,3-Jan-17,,neg,booking
Julian at the reception was beyond helpful and anticipated my needs. Offered to have our breakfast packed since we were leaving early the following day.  Coconut bread at the bakeshop was delicious. Breakfast buffet selection was more than average and delicious.The soup was a bit salty though. The view of course is what made me choose to stay here.,3-Jan-17,,pos,booking
Service was super slow.  They were nice but they took at least 15 minutes to get a glass of water or utensils even if there were only a few customers.  We stayed here for three days and all staff were not prompt with request.,13-Nov-16,81,neg,booking
The view is amazing plus the staff were very friendly - all of them!,13-Nov-16,81,pos,booking
Food,1-Nov-16,67,neg,booking
Breathtaking view from veranda  approachable staff,1-Nov-16,67,pos,booking
People occupying the front tables of the lobby cafe for hours  blocking the view  not talking to each other  way done eating  just browsing with their phones.,26-Oct-16,71,neg,booking
The A/C in our room was dripping  which isn't safe at all.,21-Oct-16,67,neg,booking
I tried to withdraw money in the atm at the hotel and my card got captured when I inserted it into the machine. I didn't even get to punch in my pin yet! It took some time before the hotel personnel contacted the bank and I was told to have my card blocked and get another card from my bank when I get home. It's a good thing I have another atm card from another bank or I would have had no money during my stay in Tagaytay!,20-Oct-16,67,neg,booking
Housekeeping forgot to place garbage bag to bin  and forgot to dispose some trash leaving it to the bathroom,10-Oct-16,75,neg,booking
They are missing the magnifying mirror in the bathroom. Also missing a flush for the toilet. The TV size is small for the suite  it needs a min of 42 TV. The swimming pool is small for the size of the hotel & it looks like it is for kids! I did not like that I had to reissue my reservation again with a higher price because they claim the they sent me an email that my credit card did not work  although it worked the 2nd time with the higher price!!!!,7-Oct-16,,neg,booking
Suite is comfortable. The view of the lake is so amazing. The food is good although they only have one restaurant & one caf. TV channel is fare. Bed is comfortable to sleep. The balcony is nice to sit & enjoy the view. Bathroom size is big & comfortable.,7-Oct-16,,pos,booking
Since our room had a connecting door we could hearbtge coughing and shouting of our neighbor,7-Oct-16,,neg,booking
Bfast was worth it,7-Oct-16,,pos,booking
I wish they have other activities to do inside the hotel aside from the pool and the NOT so much of an activity room.,3-Oct-16,,neg,booking
the MASSAGE!!!.. =),3-Oct-16,,pos,booking
Aircon leaked.,26-Sep-16,,neg,booking
The facilities.,26-Sep-16,,pos,booking
Wifi not the most easy to access and lost signal a lot of time. For expensive room (Lake view   aroud 170 euro at night) dinner should be included at the minimum (or a voucher/discount ticket ) .,25-Sep-16,81,neg,booking
Very accommodating and friendly staff,25-Sep-16,81,pos,booking
Check in process was slow. Wile it is on a holiday weekend  I still think standing in line for almost an hour is too much.,20-Sep-16,92,neg,booking
Amazing Place and view (maybe the best one)  very big and with a lot of entertainment.,20-Sep-16,92,pos,booking
Nothing,1-Sep-16,71,neg,booking
The buffet breakfast is great. View of Taal volcano is great,1-Sep-16,71,pos,booking
There's no bidet,29-Aug-16,75,neg,booking
Everything specially the staff who are so friendly and accommodating,29-Aug-16,75,pos,booking
Install bedet for toilet.,15-Aug-16,71,neg,booking
Size of rooms and claenliness,15-Aug-16,71,pos,booking
Room is spacey,9-Aug-16,88,pos,booking
We were placed in a room with only a partial view of the lake when i booked a Lake View Room..after requesting for a room transfer  we were transferred to a smoking room which was the downside of the whole stay..could have been perfect if we were given exactly the room for the price that I paid for,9-Aug-16,,neg,booking
Breakfast selection was great. Service was on point and accommodations were nice.,9-Aug-16,,pos,booking
One thing to improve. I didn't care for bathrooms since they looked more like public restrooms with a glass door that doesn't have privacy.,16-Jul-16,,neg,booking
We loved the breakfast. The bacons were so yuuum! The rooms and the view are excellent.,16-Jul-16,,pos,booking
The staff can be a little bit more accommodating. There are some stuff that are friendly tho.,1-Jul-16,,neg,booking
The view of Taal never fails to overwhelm. The service is good.Food from the breakfast buffet could still be improved.,1-Jul-16,,pos,booking
The shower curtain had a nasty smell. There was also an unpleasant smell coming from the drain.,29 April 2016,,neg,booking
Great view of the Taal volcano from our room,29 April 2016,,pos,booking
Walls seemed very solid  but weird we were heard noises in the middle of the night.  Contacted the front desk about it  but they said it could be from a TV from another room.  Very strange...,9 April 2016,81,neg,booking
The food  the room and all the staff.,9 April 2016,81,pos,booking
Choices of food in the breakfast buffet.,29-Mar-16,79,neg,booking
The hotel has a spectacular view of Taal Lake. It's a huge hotel with complete facilities.,29-Mar-16,79,pos,booking
Staff can be more friendly and accomodating. Facilities are a bit outdated considering the room charge/night.,27-Mar-16,96,neg,booking
Breakfast buffet,27-Mar-16,96,pos,booking
No bidet in the toilet.,10-Feb-16,96,neg,booking
The view was nice. Room was comfortable.,10-Feb-16,96,pos,booking
very nice view of taal and yummy breakfast,2-Feb-16,71,pos,booking
- Facilities and Furniture are quite old. Can probably use remodeling or upgrades,26-Jan-16,,neg,booking
The service and food is good. The hotel is nearer to the place where we attended wedding.,26-Jan-16,,pos,booking
During check in  there was still a wait for the room to become available,26-Jan-16,,neg,booking
- Asmara Spa in Taal Vista; Masseurs were very good - Staff were attentive and courteous - One of the best views in Tagaytay,26-Jan-16,,pos,booking
The food! Not really good! The value of money for buffets are not reasonable.,25-Jan-16,,neg,booking
The location and the food,25-Jan-16,,pos,booking
The washroom didnt have any door and no bath tub,28-Dec-15,,neg,booking
The view!,28-Dec-15,,pos,booking
The room was not ready so we wait for 1 hour.,27-Dec-15,81,neg,booking
The location,27-Dec-15,81,pos,booking
The food in the veranda for the ala carte menu is not to up to par.  The crispy liempo is OVER FRIED.  The bulalo did not do justice.   We know how it should taste!  The servings and portions are too small.  Try to come up with group meals.,13-Oct-15,83,neg,booking
I like the room breakfast and view of taal lake.,13-Oct-15,83,pos,booking
